text,ids
Asesor telefonico muy desagradable. que piensa que soy un idiota. Pues voy a cambiar de lecheria....,799
Última experiencia con Nespresso: publicidad enganosa!!!! ¡¡¡Las capsulas a 0.29 €. el sitio no lo sabe!!!! si pero senora tenemos que llegar hasta el pago y luego????? ¡¡¡La reduccion esta sucediendo!!! Soy viejo pero no es la ultima lluvia... Entonces pedi cancelar mi cuenta con ellos. La guinda del pastel. parece que no podre comprar capsulas en una tienda. si no tengo cuenta ahi quiero ver porque es RECHAZO DE VENTA Se me olvido..... una llamada telefonica de un joven encantador que queria hacerme un pedido a 0.29 € la capsula con bonificacion ¿¿¿regalo??? No se cual. no queria saber,800
¡¡¡Un gran grupo de perdedores!!! Son el lugar al que debes acudir si quieres perder los estribos... ladrones incompetentes. Espero su quiebra. Empresa irrespetuosa hacia clientes y empleados. Te mereces 0 estrellas,801
el servicio de entrega es pesimo! ¡Por primera vez nunca recibi la entrega de un pedido de alrededor de 100 € y hoy no he recibido ningun pedido desde hace 10 dias! Me informaron de mi ausencia en el momento de la entrega. ¡lo cual es falso! el sistema de chat no es satisfactorio,802
Las nuevas capsulas compostables se atascan en mi maquina. A evitar.,803
"En un momento pense que estaba en una tienda ZARA. vine a hacer un intercambio. una cara de funeral con auriculares en los oidos pedi hacer un intercambio. para creer que estaba inquietante. visto en la actitud y la mirada. .Estoy esperando este p...... De Lachine. y no volvere a poner un pie. y si. dado el aumento de los precios. ""¡el cafe tambien pasa por Ucrania!""Gracias por este servicio",804
Ayer. despues de que me robaron la cartera. fallo mi suscripcion a Nespresso de 29 €. Esta manana recibi un correo electronico absolutamente escandaloso de Nespresso. amenazandome con sanciones adicionales y tratandome como a un delincuente que ha cometido robos. en lugar de molestarse en ponerse en contacto conmigo respetuosamente a pesar de que soy un cliente fiel desde hace 15 anos. Aproveche la oportunidad que se me dio para llamarlos para rescindir mi contrato y no solo por este correo electronico inaceptable. sino tambien porque la calidad de los cafes Nespresso se ha deteriorado anormalmente en los ultimos 2 anos. Mientras tanto. tras comprarme una cafetera hace 3 anos. me siguen cobrando 29€ al mes. a pesar de que la maquina la pague al ano. Otro metodo dudoso para forzar a los clientes. Basicamente. Nespresso. una multinacional que lleva 30 anos destruyendo el medio ambiente. se permite pedir dinero prestado GRATIS a sus consumidores que no les deben nada. Y en lugar de agradecerles. se permiten enviarles correos electronicos escritos previamente con mentiras e insultos. Ahi es la gota que colma el vaso de... Nespresso. Me prometi que NUNCA VOLVERÍA A BEBER NESPRESSO EN MI VIDA.,805
¡Capsulas Vertuo solo online! Gente… ¡dejenlo en paz! Luego volvera a ser cafe filtrado y la vieja maquina Vertuo saldra a la venta en eBay. ¡Excelente concepto de ventas SUS PROFESIONALES!,806
Atencion suscripcion nespresso = VOLMuy muy decepcionado con nespresso. pago una suscripcion mensual de 29€ por la maquina virtuo y el cafe VERTUO. estoy construyendo un gatito que es deducible en mis pedidos. desde hace 6 meses ya no recibo su oferta promocional ¡por correo electronico! Capitalice 145 € en 5 meses. despues de varias llamadas a Nespresso para conocer las fechas de las proximas promociones y utilizar mi gatito. me informaron de un proximo descuento del 30% el 11 de abril (no recibido) y luego en abril. 24 (no recibido) y hasta el dia de hoy escucho que no tengo acceso a este descuento. tengo que esperar hasta finales de este ano segun mi ultimo contacto!!!!! En Navidad 2023 o Semana Santa 2024???? Sospecho que Nespresso no envia descuentos a los miembros suscritos a esta suscripcion mensual. descuento + premio acumulado = ¡¡¡no ingresa dinero al realizar un pedido!!!!! DETENGA LAS ESTAFAS,807
Satisfecho. Sin embargo. me parece una pena que no podamos utilizar la cuenta de fidelidad a nivel internacional. ¿Por que no abrir cuentas en el extranjero?,808
1/ MÁQUINA DE ENTREGA A DOMICILIO: Su repartidor dejo la maquina en el rellano a la vista sin previo aviso en el buzon sin siquiera una llamada telefonica o un toque de timbre a pesar de que trabajo desde casa 2/ CÁPSULAS DE ENTREGA A DOMICILIO: Su repartidor dejo el aviso de entrega en mi buzon. indicando que el paquete habia sido confiado a mi ya INCREÍBLE vecina!!! ¡Porque mis vecinos no trabajan de repartidor! pero lo que es mas es mentira...ella no firmo ni recogio nada...asi que su repartidor habia dejado el aviso de entrega en mi caja y el paquete en la caja de mi vecino ¡¡¡ENORME pedido de 100 capsulas!!!! Nespresso Que..Eles bueno por mi parte Nada..Eles nunca mas comprare mis capsulas en supermercados sin mencionar su pesima atencion al cliente e incapaces de responder a mis preguntas solo un “le entiendo senora” bueno no lo hago No entiendo tu incompetencia. ¡lo siento!,809
A priori. Nespresso ya no quiere clientes en la tienda. Solo clientes en Internet. Recepcion de lo mas desagradable por parte del director de Cannes. Un enfoque comercial cero para que no vuelvas. Entonces si. no volveria. pero no compraria online. Me voy por otra marca. que tambien es mas barata. Gracias senor director de Cannes. gracias a usted ahorrare dinero.,810
Servicio al cliente. no a la altura. No hay solucion. simplemente ganando tiempo para dejar ir el problema.,811
"Despues de 12 anos de fidelidad a razon de 300 capsulas/mes. a finales de 2022 recibi un pedido de 30 estuches con el 90% de las capsulas danadas en el interior (golpes solo visibles en las capsulas y no en el embalaje) provocando fugas en el interior. Uso y problemas con la insercion y expulsion de las capsulas. Despues de contactar 4 veces con el servicio postventa y escucharme decir 3 veces ""te vamos a reemplazar las capsulas"" sin recibir nada en los 2 meses siguientes. bueno. Estoy cambiando de lecheria a Nescafe... No es que crea que la hierba sea mas verde en otros lugares. pero al menos espero que en Nescafe mi dinero se utilice mas para mimar a sus clientes que para pagar estrellas para publicitar 'una empresa que ignora a sus leales consumidores",812
Queria senalar que el servicio al cliente de NESPRESSO es catastrofico. ¡Dejo la marca y comprare mis capsulas en otro lugar. hoy varias marcas son muy competitivas... Hice mi pedido al 060623. el sitio de pago tiene errores. asi que Recibi 2 pedidos de 200 capsulas y 2 pagos. El asesor me aconsejo devolver el paquete inmediatamente. lo cual hice el mismo dia sin abrirlo con el embalaje original. por lo que recibi un aviso diciendome que se habia lanzado el reembolso numero 41. ¡¡¡Falta el 123 !!!!!! !!Y con razon faltaban capsulas en el paquete....Desde entonces. a pesar de varios recordatorios. ¡¡¡todavia estoy esperando el numero 123!!!!!! Deplorable..... estoy cambiando de marca!!!!!!,813
"Soy uno de los primeros socios de Nespresso. Entonces. he conocido maquinas pero la calidad ya no se corresponde con lo que podemos esperar de una empresa como Nespresso y el precio que pagamos por las maquinas y las capsulas. Tuve una maquina Lattissima que presento problemas con el flujo de cafe despues de solo 9 meses (y. Lo acababa de descalcificar durante la prueba). Luego compre una maquina mas cara (Gran Lattissima) con la esperanza de que la calidad fuera mayor. Despues de 6 meses. el mismo problema con el flujo de cafe. incluso despues de 2 descalcificaciones sucesivas. Envie mi maquina a reparar. Informe pericial: ""la descalcificamos y probamos la presion. la temperatura y el caudal. La maquina funciona segun las instrucciones del fabricante"". Tan pronto como recupere la maquina en casa. quise hacer un espresso doble pequeno: goteo. tarde 2 x 1'33 en llenar mi taza pequena con un espresso doble. ¿Es esta calidad Nespresso? Nespresso intento contactarme nuevamente pero para que hacerlo ya que su informe indica que la maquina cumple con las instrucciones del fabricante y no saben como hacer nada.",814
Mi cafetera Krups Cityz tuvo que ser reparada por una fuga en el prensador de capsulas. pero funciona. Tarifa fija de 50 euros. 10 dias despues me llamaron para decirme que no se puede reparar...Cambio de placa base. ...incomprensible no es un Pb electronico...si me lo dices. te lo enviaremos tal cual y te lo reembolsaremos....UNA PÉRDIDA DE TIEMPO. LO QUE SEA.... !,815
"¡¡¡¡La peor experiencia de mi vida!!!!!!El nombre. el precio pero sin servicio postventa! ¡¡Hice mi pedido el cual se declara entregado!! ¡No recibi absolutamente nada! ¡¡¡Me pidieron documentos ademas de una denuncia!!! Y despues de enviarles todo esto. simplemente respondieron: ""Lo siento. no podemos hacer nada por usted ni siquiera con una queja"". ¡¡¡eso es inaceptable!!! Me hicieron perder dinero y tiempo. me volvieron loca!!",816
Ojo al entregar capsulas no hay cuenta. por enojo cambie de marca. el cafe es mejor y mucho mas barato.,817
La maquina Virtuo net se averio en solo un mes de uso; Un repartidor viene a la semana a recogerla para repararla y me presta una maquina que no es del modelo correcto (error por su parte). Lo dejo pasar y compro capsulas en consecuencia. No se me ocurrio comprobar que la maquina de prestamo funcionaba delante del repartidor. Me fue muy mal ya que esta manana mientras intentaba hacer un cafe me di cuenta que la maquina no funciona... huele a humedad. a humedad como si hubiera estado tirada en un sotano durante meses. Es una VERGÜENZA y espero que no me caiga encima. Realmente toman al cliente por c **** No lo recomiendo en absoluto. ¡huya!,818
El 30/11/2019 compre una Nespresso D85GR-N Expert & Milk Grey por 329€ en una boutique Nespresso. Un dispositivo aparentemente hermoso que no sobresale mucho de la encimera debido a su amplio diseno. dejando mucho espacio de trabajo. Hasta ahora todo estuvo bien. Un ano despues empezaron los problemas: mientras preparaba el cafe. se filtraba agua clara de la seccion de te en la taza. ademas la cantidad de cafe era diferente cada vez. mientras que se suponia que podia ajustarla con precision. Tras contactar con Nespresso. la maquina de cafe fue debidamente recogida y devuelta varias semanas despues. con el pretexto de que las piezas habian tardado mucho en llegar. Resulto que despues del primer uso los problemas seguian siendo los mismos. Tras volver a contactar con Nespresso. todo el proceso de reparacion se repitio dos veces sin que se reparara la maquina. Hubo constantes idas y vueltas e incluso la mediacion externa no ayudo a resolver los problemas. Estamos en noviembre de 2023 y he hecho un ultimo intento. pero esta vez Nespresso me remite a Magimix que aparentemente reparo el dispositivo. Por supuesto. no necesito llamar a su puerta con la garantia solo porque el dispositivo no les fue comprado. Si bien siempre nos ha encantado el cafe y ciertamente sus muchos sabores. ahora queda un regusto desagradable.,819
¡Muy decepcionado! Pedido supuestamente entregado en mi buzon el 10 de noviembre de 2023 por Colissimo y nada de nada!! ¿Quizas el repartidor lo perdio o se lo robo? ¿Entregado en otro lugar? ¡Pero hasta el dia de hoy me encuentro sin nada! ¡¡No hay respuesta de correos ni de Nespresso!! ¡El tiempo de espera es demasiado largo cuando llamo a Nespresso! ¡No puedo conseguir a nadie! ¡Es un desastre! Una cosa es segura: ¡no volvere a realizar pedidos en linea!,820
Son ladrones deshonestos. Sinceramente. sigan adelante. Pedi una maquina que nunca llego. el servicio de atencion al cliente me obliga a aceptar un segundo envio. aunque queria ir a otra tienda. Entonces al enviar una segunda maquina que habia sido usada. me comunico con ellos nuevamente. 30 minutos o me quieren volver a forzar la mano por una 3ra maquina Esta vez me resisto quiero mi reembolso Me envian una etiqueta de devolucion. les devuelvo su maquina y espero mi reembolso 10 dias despues recibo un correo donde estoy Me pidieron que presentara una denuncia por el robo de la primera maquina si quiero que me reembolsen. Chantaje inaceptable e ilegal. no puedes sentarte en las leyes y hacer lo que quieras con tus clientes. Estoy en una guerra con ellos. no lo permitire. Se van. Nunca mas en mi vida quiero tener que lidiar con ellos.,821
Cliente de Nespresso desde hace 20 anos. ahora tiro la toalla: ¡terminado! No solo todos mis ultimos pedidos contenian lotes de barritas cuyas capsulas estaban defectuosas (abolladas. que no entraban en la maquina. etc.) a pesar de estar envasadas intactas. pero alli su sistema de entrega por mensajeria STUART ya no es posible!!!! Solo personas incapaces. fumadores que no respetan los plazos y menos aun los horarios... Pero esta tarde han llegado a la cima: mi entrega fue cancelada. SIN NINGUNA EXPLICACIÓN. despues de hacerme esperar 4 horas...Nespresso ha elegido su propio modelo economico fuera de los canales de distribucion habituales. con el deseo de vender sus productos a un precio relativamente alto. Como cliente. somos libres de unirnos o no. pero si por su parte ya ni siquiera son capaces de prestarnos los servicios por los que pagamos. entonces su modelo ya no es valido... A partir de ahora sera una maquina equipada con un molinillo que me hara. ademas. mi espresso Ademas de costar menos. el enfoque sera siempre mas flexible y ecologico y. sobre todo. ofrecera la posibilidad que Nespresso es incapaz de ofrecer y que siempre me ha frustrado: oler el buen olor del cafe tostado de mi eleccion ¡¡¡Chao!!! ¡Adios Nespresso!,822
Despues de 10 anos en Nespresso. estatus de embajador y mas de 1000 euros de pedidos al ano…. Ninguna ventaja. solo un pobre descuento del 10% para comprarlo mas caro que en las tiendas... una pena,823
Un pedido fechado el 28 de abril de 2023. recogido en tienda el 29 de abril. sigue sin factura a pesar de multiples solicitudes mias y promesas incumplidas de Nespresso.,824
No importa cuanto les pidas cientos de capsulas al ano. ¡no te ofrecen nada en absoluto! ¡Incluso el envio urgente debe pagarse! demasiado. demasiado despues de un tiempo. pueden ser necesarios gestos comerciales. En definitiva. te aprovechas demasiado de los clientes y de su dinero y es mas. yo diria que cuanto mas pasa el tiempo. menos valor tiene el cafe.!!! chao chao voy a ir a ver la competencia ??,825
Me dejaron esperando 17 minutos en el telefono para intentar contactar con un Asesor Nespresso. nadie contesto,826
Cada vez mas decepcionante. El sitio no ha estado funcionando durante al menos 1 semana. Tiempos de espera interminables para que se muestre la pagina cuando no terminas con una pagina de error con el codigo 500. Ya ni siquiera puedo iniciar sesion en mi cuenta. Me han dicho que esto es un problema de unas horas..... Patetico.,827
"Pedi 300 capsulas en el sitio que debian entregarse en un horario especifico y. por lo tanto. bloquee mis actividades para estar presente. Unas horas antes de la entrega me avisan por SMS que me entregaran ese dia a la hora prevista. Dos horas antes de la entrega. un nuevo SMS me dice que la entrega no se realizara y que debo concertar una nueva cita. Lo cual hago de inmediato y programo un nuevo horario con mi corresponsal 2 dias despues. Mismo escenario. un primer mensaje de texto que me confirma que la entrega se realizara a tiempo y un segundo. 2 horas antes de la entrega para decirme que no se realizara. sin ningun tipo de excusa o explicacion. exasperado. llamo. Nespresso y cancelar mi pedido. Ocho dias despues. al no ver el color del reembolso. volvi a llamar a Nespresso para saber el tiempo de tramitacion. Pero la unica respuesta es ""aun no se ha procesado"". No hay demoras y es imposible contactar a un supervisor o contabilidad. Me topo con un muro de desprecio. Despues de anos ofreciendo un servicio de calidad. Nespresso ahora nos ofrece el peor servicio al cliente y el cafe mas caro del mundo.",828
Mi maquina Next Vertuo tiene algunas debilidades; Cortesia. amabilidad de la recepcion telefonica para concluir un intercambio estandar en 72 horas (fin de semana incluido). Servicio de primera venta. fidelidad adquirida.,829
Hola. hice un pedido recurrente que debo recibir el dia 11. No habia prestado atencion pero el dia 11 muchas veces cae en domingo y por eso mi cafe llega mas tarde.... Ayer estaba esperando mi pedido... Recibi un correo electronico diciendome que mi paquete ha sido enviado al transportista y que llegara a mi casa el jueves 16. ¡En serio siento que vivo en Alaska! Estoy a 10 km de Grenoble. no esta aislado... ¡Harto!,830
No entiendo todas estas criticas negativas. como si solo dejaran valoraciones los que tienen problemas... Soy cliente de Nespresso desde hace 2 anos y estoy muy satisfecho. Las entregas son puntuales y la maquina funciona muy bien. Gracias al equipo de Nespresso Francia.,831
NO ES POSIBLE ESTE ANUNCIO CON G.CLOONEYLUI ES DE CLASE ALTA PERO ESTAS DOS MANCHAS DE J.dujardin Y LA OTRA MUJER CON SU GRAN NARIZ DE BUSTO QUE ES ESTRICTAMENTE INÚTIL Y MUY MUY NULA LO ESTÁN SABOTANDO COMPLETAMENTE PUBLICIDAD DISPARA A ESTOS DOS BUFONES Y DEJA A G.CLOONEY SOLO,832
Le di una estrella. pero no queria darla. No hay eleccion en la seleccion. Pedi un caso en la web. Uno de los casos se supone que es un cafe espresso. una vez puesto en la maquina obtengo un cafe ultra largo. Fui a la tienda en La Rochelle. La asesora me dijo que no podia hacer nada por mi porque compre en la web. pero me dijo que ese problema pasa y que el servicio de atencion al cliente me compensara. Me comunico con atencion al cliente por chat. Despues de intercambiar numerosos mensajes (demasiados). la unica solucion es reprogramar mi maquina. Si bien solo este caso no funciona. Evidentemente he probado varias capsulas del caso en cuestion y siempre el mismo resultado. Sin consideracion por la perdida (y dado el precio de las capsulas) Este servicio al cliente es una pena.,833
A huir ! Por la compra de una maquina de cafe. pide 50 capsulas y recibiras 50 capsulas mas gratis. Gran estafa!!!,834
Desde dos pedidos de capsulas. todas las cajas estan intactas pero las capsulas estan todas atascadas. ¡Por una vez pasan demasiado rapido. el cafe es rapido! La respuesta del servicio de atencion al cliente nos las devuelve por correo.... Mientras tanto. pagas y te molestas en ir a correos. esperas por el cafe y. de hecho. te las arreglas. No pasa nada. me quedo con Nespresso. es una pena para un grupo que gana millones. ¡La ultima vez deberiamos haberlo hecho! una caja gratis. que amables... Excepto que nunca me ofrecieron nada. ¡Hola Nespresso!,835
Las entregas nunca se realizan durante las franjas horarias previstas y deben reprogramarse sistematicamente. Servicio de atencion al cliente ineficaz y totalmente inutil. que acaba ofreciendote capsulas ofrecidas como compensacion cuando simplemente pides que te entreguen tu pedido.,836
Tras un fallo en la entrega de Colissimo. Nespresso no supo hacer preguntas y renovo el pedido sin coste alguno.,837
Varias veces mis pedidos no se entregan en la fecha seleccionada. lo que significa que tienes que esperar de 4 a 5 dias mas. No hay seguimiento por parte de Nespresso.,838
Cafetera Nespresso Vertuo de muy mala calidad. tercera averia y otra vez tendras que volver a llevarla a la tienda para decirte al cabo de una semana que hay que cambiarla. mas el aumento de capsulas. los unicos ganadores en todo eso son Clooney y Dujardin. !!.,839
Envie a sus servicios una opinion desfavorable sobre Nespresso... Finalmente obtuve satisfaccion y la suma de 30€ cargada injustamente me fue reembolsada inmediatamente... ¡¡¡bien hecho!!!,840
Pesimo servicio postventa y reparacion; gestion general sin la mas minima consideracion hacia su cliente! Vease la siguiente carta enviada al Director General de Nespresso Francia: Sr. Guillaume Chesneau Direccion General 27/33 Rue du colonel Pierre Avia 75015 PARIS Senor. Al no obtener satisfaccion de su servicio al cliente. me veo obligado a subir a la cima de la jerarquia de su empresa. A raiz de una nueva averia (¡la tercera en menos de tres anos!) de mi cafetera de la referencia anterior y en vista de las dificultades y obstaculos que plantea su servicio posventa y de reparacion a la hora de entregarme el equipo de sustitucion. quisiera Me gustaria comunicarme con usted. Por tercera vez consecutiva el dispositivo se ha averiado; Si bien se podria considerar una reparacion en los dos primeros casos (¡la ultima vez fue el 1 de septiembre de 2022!). esta vez es necesario un cambio porque parece que sus servicios ya no tienen las piezas necesarias. El sistema de instalacion de capsulas literalmente me llamo la atencion cuando abri el dispositivo para preparar una segunda taza. Algun tornillo que sujeta el soporte se debe haber desatornillado y/o roto. Tienen la prepotencia de decirme que envie el paquete de devolucion del dispositivo danado e incluso que vaya a buscar uno nuevo; Llegamos al extremo de sugerirle que le pidiera al cartero que me lo trajera. lo siento. ¡pero no vivo en un lugar especifico! !En lo que a mi respecta. no hay duda porque tengo una enfermedad cardiaca y tengo un marcapasos. Tengo estrictamente prohibido llevar cosas pesadas. ¡aqui 4 kg sin contar el embalaje! ¡Incumplir esta recomendacion de mis cardiologos podria tener consecuencias letales! . Ademas. no puedo contar con nadie para este transporte. ya que vivo solo en casa y creo que podemos hacer una excepcion con una persona de 82 anos. aunque en este pais mostramos un desprecio total por las personas mayores. especialmente por parte de los jovenes y a sus mayores menores de 40 anos. por lo tanto. estoy esperando que el equipo de reemplazo sea entregado en debida forma en mi domicilio a traves de los datos de contacto indicados arriba. como es el caso durante las reparaciones tradicionales y. si la duracion del cambio lleva tiempo. el transporte del equipo se entregara en mi domicilio en persona. por supuesto. una carta. preferiblemente por correo electronico. para confirmar la ejecucion futura de mi mas que justificada solicitud. Admito que estoy particularmente decepcionado con el comportamiento de su empresa hacia el personal que visiblemente por telefono ni siquiera conoce los productos en cuestion ni a quien. Es necesario explicar a traves del menu como funciona la maquina y. por tanto. la causa de la averia. A la espera de una respuesta de su parte o del departamento correspondiente. acepte la expresion de mis distinguidos sentimientos. Resultado:! ni el mas minimo signo de vida despues de 8 dias. el comportamiento de una persona sin la mas minima educacion. El desprecio de un cliente cuyos problemas de salud hay que tener en cuenta. ¡No digamos que no tuvimos tiempo! Una excusa inaplicable a este nivel de responsabilidad. Como resultado. descarto mis existencias de capsulas Virtuos y la cafetera se desperdiciara. Ya no comprare ningun producto de esta empresa.,841
Hola. me han baneado de Nespresso. Llame a atencion al cliente y me dijeron que debia dinero. ¿Pregunte cuanto? De hecho es la suscripcion. El servicio de atencion al cliente. que objetivamente no se preocupa por los clientes. me dice que debo 5 veces 29€ y 3 veces 18€ (ya no tengo en mente las cantidades reales. pero es aproximadamente eso). Durante mi ultimo pedido. hace 3 meses. por mas de 300€. cancele una suscripcion que tenia mas de un ano. Pague mi compra con mi tarjeta de credito. Recibi mi cafe como siempre. rapidamente. Nadie me ha dicho nada y me encuentro con la cuenta bloqueada porque supuestamente no he pagado mis suscripciones y supuestamente tampoco tienen mi tarjeta de credito que ingrese en el sitio para el pago de mi compra hace 3 meses. atras. Esta tarjeta de credito era valida (emitida en octubre de 2022) y todavia lo es (valida hasta octubre de 2025). Ademas. no recibi ninguna carta ni correo electronico para informarme que era un cliente no deseado (y. sin embargo. hago pedidos aproximadamente cada 3 meses). una cantidad que oscila entre 250 y 350 €). Como mi cuenta esta bloqueada. ni siquiera puedo actualizar (si es necesario) mis datos de contacto y no puedo dar mis datos bancarios por correo electronico o por telefono. Amazon sera ahora mi proveedor oficial de capsulas Nespresso. Y como con mi marido bebemos unos diez cafes al dia. adios Nespresso. hola Amazon.,842
¡¡¡¡AVERGONZADO!!!! DEplorable servicio postventa NESPRESSO Compramos una cafetera Nespresso a finales de noviembre de 2022 a Darty en Maulette (78550). Cuando estaba en uso hacia un ruido enorme. la trajimos a la tienda para probarla a mediados de enero. De hecho. los asesores notaron el defecto y se lo devolvieron a Sav. Segun ellos. este es el procedimiento. no es posible realizar ningun cambio a pesar de que era nueva!!!!?????????. Despues de varios recordatorios. recibimos nuestra cafetera pero esta toda rayada y el tanque de agua roto. Vuelvo furioso a la tienda. ¡El gerente me dice que tiene que volver con Sav! NESPRESSO!!!! Solicito cambio de la cafetera porque esta toda rota y rayada. El gerente me dijo al principio que no son ellos quienes deciden y que. de hecho. hay que devolverlo a Sav. Para calmarme al final me dijo que tenia el manager Nespresso y que seguramente haremos un intercambio!! El 03/09 recibimos un mensaje de texto: tu maquina requiere el pedido de una pieza??????Es realmente divertido. del mundo!! Compre una maquina nueva que esta defectuosa. la llevamos a reparar y regresa completamente danada y todavia no nos la quieren cambiar!!! ¡¡Me parece vergonzoso!! Al comprar una Nespresso esperaba productos de buena calidad y un servicio postventa impecable. Estamos esperando el intercambio incondicional de nuestra cafetera. Nespresso realmente deberia mejorar su servicio al cliente. Estoy muy decepcionado.,843
"En mi ultimo pedido de 200 capsulas. me ofrecieron ""generosamente"" 2 capsulas FilterStyle Intense. Antiguo cliente de NESSPRESSO. tengo una maquina Krups ESSENZA que funciono perfectamente. Desde el primer intento con la capsula Filterstyle ofrecida. no se expulsa despues de su uso (y solo se expulsara despues de la destruccion de la capsula despues de varios intercambios con el servicio posventa. destruccion tambien fatal para el buen funcionamiento de la maquina).1.ª accion el domingo Charla que termina con ""llamar a un asesor"" 1er intercambio con un asesor. muy seguro. que recopila toda la informacion sobre la maquina. me ofrece una suscripcion para tener una maquina de bajo costo - rechazo de mi parte - luego una reparacion a precio fijo a 50 € (pido pensarlo) excluyendo la responsabilidad de la nueva capsula 2º cambio al dia siguiente para tener los detalles de la oferta de reparacion fija con un asesor mucho mas atento que. basandose en la informacion introducida por su colega. se da cuenta un error en la informacion sobre el tipo de maquina. me explica que este tipo de maquinas ya no son compatibles con Nesspresso. se pasa un buen 1/4 de hora intentando extraer la capsula maldita -fallo-. no excluye a priori que esto es la causa del bloqueo. me ofrece los datos de contacto de Krups o una suscripcion... Ante mi doble negativa me dice que lo derivara a otro servicio de NESSPRESSO - ¡¡¡El departamento de marketing sin duda!!! Despues de la destruccion (destructiva) de la capsula. espero una devolucion... Si fuera conspirador. podria pensar en una operacion de marketing destinada a destruir maquinas de cafe antiguas para promocionar su formula de suscripcion. En resumen. no en un seguimiento de la inicial. chat aunque muy documentado. un primer asesor incompetente con prisas y un segundo sin electricidad. ¿Dijiste que mas?",844
Servicio deplorable No hay seguimiento de pedidos. Personal de ventas al telefono como la empresa. un desastre.,845
Me ofrecieron un excelente cafe y una hermosa presentacion del cafe.,846
Tengo 2 maquinas Cityz. adquiridas casi al mismo tiempo. a finales de 2020. Puse una en servicio y en julio de 2022 se estropeo. Se repara en garantia. En febrero de 2023 volvio a quebrarse por los mismos motivos. Trituran las capsulas de Nespresso y es imposible hacer cafe. Lo hare reparar nuevamente por mi cuenta. Y cada vez me bloquea 2 medios dias (uno para la recuperacion y otro para la entrega de la maquina reparada). Hoy. apenas un mes despues de la reparacion. volvio a averiarse con los mismos problemas. Te hace preguntarte si realmente fue reparado. Pido cita con Atencion al Cliente para que vengan a recogerlo. La cita esta fijada. asi que me quedo medio dia mas mientras tanto y para no estar varios dias sin cafe. pongo en marcha el 2d cityz que tenia en stock. Al no haber sido usado nunca. por lo tanto es nuevo. Pero despues de 2 cafes. mismos problemas que el anterior. Pido a atencion al cliente que recoja las 2 maquinas el mismo dia para evitar quedarme atrapado medio dia mas. Se suponia que vendria hoy entre las 9:00 y las 13:00. todavia estoy esperando. son las 5:30. pm. Por supuesto llame al Servicio de Atencion al Cliente: una persona educada simplemente me colgo y otra prometio concertar una visita para hoy y por supuesto. sus promesas no se cumplieron en los hechos. Ningun mensaje para avisarme... aunque me han cogido el telefono 15 veces... Por tanto. estoy a disposicion de Nespresso. que me programa otra cita dentro de una semana. Asi que ademas de estar a su disposicion. tambien tengo maquinas para decorar mi cocina. Despues de 20 anos de fidelidad. no deberia sorprendernos que Nespresso pierda clientes... porque la experiencia del cliente es simplemente deplorable.,847
Ahora que veo todas estas opiniones. lo entiendo mejor Asi que si. Nespresso. para evitar cosas terribles. Efectivamente. el 22 de abril contacte con el servicio de atencion al cliente de Nespresso por un problema relacionado con mi cafetera Vertuo. La persona con la que hable por telefono me atendio eficientemente. mi solicitud de servicio postventa y me informo de la devolucion de mi cafetera para reparacion contra una cafetera Nespresso prestada el 24 de abril. El 24 de abril vino el transportista y me pidio “sin cargo ??” un bono de devolucion que le no me la envio. en fin. igual se hizo cargo de mi cafetera y me regalo la prestada. Para mi gran sorpresa. el 28 de abril ya recibi un email de Chronopost informandome de la recuperacion y la entrega. Mi cafetera ya reparada. habiendo ido el fin de semana. pido entrega para el miercoles 3 de mayo. El miercoles 3 de mayo me entregan la cafetera. asi que devuelvo la lista y luego. sorpresa. no es mi cafetera. pero. otra vez una cafetera prestada pero esta vez sin soporte para colocar la taza y sin el tanque de agua. La tarde del 3 de mayo contacte nuevamente con atencion al cliente quien me dijo que mi cafetera se habia perdido y que la iban a reparar. investigo. espero pero nunca recibo una llamada. El 4 de mayo. un proveedor de servicios NESPRESSO me llama y me informa que mi cafetera sera entregada el 16 de mayo. ¡admito que estoy un poco perdido! la cafetera. devuelvo la lista y la desempaque. No es mi cafetera Es una cafetera de capsulas originales Vuelvo a llamar a Nespresso. me dicen que me ha llegado una cafetera de otro cliente. una cafetera que no puedo usar porque no tiene. ¡Tanque de agua! ¡Me han dicho que encontraran una solucion para mi! y que tendre mi cafetera el viernes 19 de mayo. Todavia estoy esperando... Hoy. 22 de mayo. recibi un correo electronico indicandome que me pusiera en contacto con el servicio de atencion al cliente. Y me dicen que el sabado 27 de mayo me van a recibir una cafetera prestada. La verdad que es una gran tonteria. os mantendre informados y si alguien busca una cafetera roja para capsulas originales. soy yo. quien tiene Ah. lo olvide. ¡me aconsejaron que fuera a comprar una cafetera de todos modos!,848
Maquina averiada Fecha de recogida para reparacion no respetada Sin seguimiento,849
Me estas creando una nueva adiccion…Muy buen cafe y muy buen servicio de venta.,850
Malo. Intruso. Tal vez incluso una estafa,851
No tengo derecho a las 50 capsulas ofrecidas. mini maquina Nespresso essenza. precio bajo……,852
20 anos en Nespresso y tenia 10% en espressos Desde enero no mas 10% Los nuevos clientes tienen mejores ofertas Me cambio a la maquina de granos ¡¡¡Una pena!!!!,853
Pas de paiement QR code en 2024. lamentable !,854
Segunda maquina que falla. para Nespresso. Nadie se caga**,855
